VCID	VC_taxonomy	VC_rank	VC_taxid	VC_linegae	VC_lifestyle	VC_host	VC_hostid	VC_host_lineage	VC_hostrange	lifestyle2
VC_1085_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Virulent	Clostridium	1485	Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_1086_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Unassigned	Unassigned	Unassigned	Unassigned	Temperate
VC_1087_0	Podoviridae	family	10744	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Podoviridae;;	Unknown	Unassigned	Unassigned	Unassigned	Unassigned	Temperate+Virulent
VC_1088_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Unknown	"Criibacterium,Eubacterium"	1937664;1730	Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Criibacterium;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_1089_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Pediococcus	1253	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_109_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Parageobacillus	1906945	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Parageobacillus;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_1090_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Unknown	"Lactobacillus,Blautia"	1578;572511	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;	Unknown;corss-genus;corss-family;corss-order;corss-class;single-phylum	Temperate+Virulent
VC_1092_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Lactobacillus	1578	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_1093_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Lactobacillus	1578	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_1096_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	Lactobacillus	1578	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_1097_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	"Listeria,Enterococcus"	1637;1350	Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;|Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;	Unknown;corss-genus;corss-family;corss-order;single-class;single-phylum	Temperate+Virulent
VC_1098_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Lactobacillus	1578	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_1099_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	"Eubacterium,Erysipelatoclostridium,Clostridioides"	1730;1505663;1870884	Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;|Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelatoclostridium;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Clostridioides;	Unknown;corss-genus;corss-family;corss-order;corss-class;single-phylum	Temperate+Virulent
VC_11_0	Coventryvirus	genus	2843370	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Coventryvirus;	Temperate	Staphylococcus	1279	Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_110_0	Caudoviricetes	class	2731619	Viruses;Uroviricota;Caudoviricetes;;;;	Virulent	Listeria	1637	Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Virulent
VC_1102_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Unknown	"Longicatena,Eubacterium"	1918536;1730	Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Longicatena;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;	Unknown;corss-genus;corss-family;corss-order;corss-class;single-phylum	Temperate+Virulent
VC_1103_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Unknown	Holdemania	61170	Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemania;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_1104_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Unassigned	Unassigned	Unassigned	Unassigned	Temperate
VC_1105_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Unknown	Erysipelatoclostridium	1505663	Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelatoclostridium;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_1106_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Unknown	Unassigned	Unassigned	Unassigned	Unassigned	Temperate+Virulent
VC_1107_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	"Clostridium,Erysipelatoclostridium"	1485;1505663	Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;|Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelatoclostridium;	Unknown;corss-genus;corss-family;corss-order;corss-class;single-phylum	Temperate
VC_1109_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	"Oscillibacter,Lawsonibacter"	459786;2172004	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Oscillibacter;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Lawsonibacter;	Unknown;corss-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_111_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Unknown	Unassigned	Unassigned	Unassigned	Unassigned	Temperate+Virulent
VC_1110_0	Caudoviricetes	class	2731619	Viruses;Uroviricota;Caudoviricetes;;;;	Unknown	"Ideonella,Dysosmobacter,Serpentinomonas,Ruthenibacterium"	36862;2591381;2490452;1905344	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Ideonella;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Dysosmobacter;|Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Serpentinimonas;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruthenibacterium;	Unknown;corss-genus;corss-family;corss-order;corss-class;corss-phylum	Temperate+Virulent
VC_1111_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	"Flavonifractor,Dysosmobacter"	946234;2591381	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Flavonifractor;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Dysosmobacter;	Unknown;corss-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_1113_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Unassigned	Unassigned	Unassigned	Unassigned	Temperate+Virulent
VC_1114_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Unknown	"Oscillibacter,Ruthenibacterium,Lawsonibacter"	459786;1905344;2172004	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Oscillibacter;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruthenibacterium;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Lawsonibacter;	Unknown;corss-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_1115_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	Unassigned	Unassigned	Unassigned	Unassigned	Temperate+Virulent
VC_1116_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Unknown	"Oscillibacter,Blautia,Flavonifractor,Dysosmobacter,Clostridium,Intestinimonas"	459786;572511;946234;2591381;1485;1392389	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Oscillibacter;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Flavonifractor;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Dysosmobacter;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;|Bacteria;Firmicutes;Clostridia;Eubacteriales;;Intestinimonas;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_1117_0	Caudoviricetes	class	2731619	Viruses;Uroviricota;Caudoviricetes;;;;	Unknown	"Gemmiger,Clostridium"	204475;1485	Bacteria;Firmicutes;Clostridia;Eubacteriales;;Gemmiger;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_1119_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	"Subdoligranulum,Ruthenibacterium,Eubacterium"	292632;1905344;1730	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Subdoligranulum;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruthenibacterium;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate
VC_1121_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Unknown	"Subdoligranulum,Eubacterium"	292632;1730	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Subdoligranulum;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_1122_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Unknown	"Subdoligranulum,Ruthenibacterium"	292632;1905344	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Subdoligranulum;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruthenibacterium;	Unknown;corss-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_1123_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Unknown	"Subdoligranulum,Eubacterium"	292632;1730	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Subdoligranulum;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_1124_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Unknown	"Subdoligranulum,Ruthenibacterium"	292632;1905344	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Subdoligranulum;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruthenibacterium;	Unknown;corss-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_1125_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Unknown	"Actinomyces,Ruthenibacterium"	1654;1905344	Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruthenibacterium;	Unknown;corss-genus;corss-family;corss-order;corss-class;corss-phylum	Temperate+Virulent
VC_1126_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	"Aeromicrobium,Butyricicoccus"	2040;580596	Bacteria;Actinobacteria;Actinomycetia;Propionibacteriales;Nocardioidaceae;Aeromicrobium;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Butyricicoccus;	Unknown;corss-genus;corss-family;corss-order;corss-class;corss-phylum	Temperate
VC_1127_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	"Lactobacillus,Clostridium"	1578;1485	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;	Unknown;corss-genus;corss-family;corss-order;corss-class;single-phylum	Temperate+Virulent
VC_1128_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Clostridium	1485	Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_1129_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Unknown	"Faecalibacterium,Ruthenibacterium,Eubacterium"	216851;1905344;1730	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Faecalibacterium;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruthenibacterium;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_113_0	Autographiviridae	family	2731643	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Autographiviridae;;	Virulent	"Klebsiella,Dickeya,Escherichia"	570;204037;561	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;|Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;Dickeya;|Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Virulent
VC_1130_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	"Faecalibacterium,Ruthenibacterium,Eubacterium"	216851;1905344;1730	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Faecalibacterium;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruthenibacterium;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_1131_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	"Neglecta,Butyricicoccus"	1924105;580596	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Neglectibacter;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Butyricicoccus;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate
VC_1132_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	"Subdoligranulum,Eubacterium"	292632;1730	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Subdoligranulum;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate
VC_1133_0	Myoviridae	family	10662	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Myoviridae;;	Temperate	Unassigned	Unassigned	Unassigned	Unassigned	Temperate
VC_1134_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Ruthenibacterium	1905344	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruthenibacterium;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_1135_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	"Subdoligranulum,Ruthenibacterium,Eubacterium"	292632;1905344;1730	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Subdoligranulum;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ruthenibacterium;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_1136_0	Caudoviricetes	class	2731619	Viruses;Uroviricota;Caudoviricetes;;;;	Unknown	Faecalibacterium	216851	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Faecalibacterium;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_1137_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Fusicatenibacter	1407607	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Fusicatenibacter;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate
VC_1137_1	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	"Anaerobutyricum,Coprococcus,Eubacterium"	2569097;33042;1730	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerobutyricum;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Coprococcus;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_1138_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Roseburia	841	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Roseburia;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_1140_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Unknown	Unassigned	Unassigned	Unassigned	Unassigned	Temperate+Virulent
VC_1141_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Virulent	Unassigned	Unassigned	Unassigned	Unassigned	Temperate+Virulent
VC_1142_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Anaerostipes	207244	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerostipes;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_1143_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Unknown	Unassigned	Unassigned	Unassigned	Unassigned	Temperate+Virulent
VC_1145_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	Streptococcus	1301	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;	Unknown;single-genus;single-family;single-order;single-class;single-phylum	Temperate+Virulent
VC_1146_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	"Anaerobutyricum,Eubacterium"	2569097;1730	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerobutyricum;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;	Unknown;corss-genus;corss-family;single-order;single-class;single-phylum	Temperate
VC_1147_0	Siphoviridae	family	10699	Viruses;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;;	Temperate	"Solobacterium,Anaerostipes"	123375;207244	Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Solobacterium;|Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerostipes;	Unknown;corss-genus;corss-family;corss-order;corss-class;single-phylum	Temperate
